,decision_ID,date,holder_ID,LOC,euipo_ind_holder,euipo_ind_TM_opp,euipo_ind_TM_app,boip_ind_holder,boip_ind_TM_opp,boip_ind_TM_app
2210,3070066,15-11-2019,258251,+,2,2,1,1,1,
2211,2782376,26-06-2019,224104,+ -,1,1,,,,1
2212,2952953,12-06-2019,824134,+,,,1,Err,,
2213,3083115,13-04-2022,348601,+,2,2,1,,,1
2214,2803222,13-08-2018,575681,+,,2,3,Err,,
2215,3066334,13-11-2020,718408,+ -,3,3,1,,,1
2216,em-wo-1248477,25-07-2017,,+,Err,Err,Err,Err,Err,Err
2217,3006627,10-10-2018,93325,+,2,3,1,9,9,1
2218,3129872,05-10-2021,1291846,-,566,,1,,,1
2219,3102157,18-11-2020,484937,-,1,1,,,,1
2220,2784547,25-10-2017,474716,+,Err,Err,Err,Err,Err,Err
2221,2184086,16-06-2017,548310,+,2,2,1,,,1
2222,2850280,22-02-2018,61191,-,Err,Err,Err,Err,Err,Err
2223,3135482,22-02-2022,814529,-,Err,Err,Err,Err,Err,Err
2224,2569310,14-09-2016,147948,-,,,1,,,1
2225,3114048,29-06-2021,730162,+ -,2,2,1,,,1
2226,3047859,01-03-2021,256785,+,2,2,1,,,
2227,2691056,28-04-2017,383956,+ -,2,2,1,,,
2228,3049062,21-08-2019,22442,+ -,2,2,1,,,
2229,3125904,14-01-2022,717569,+,2,2,1,,,1
2230,3092724,09-10-2020,297154,-,2,2,1,,,1
2231,2764358,31-07-2017,494445,-,3,3,1,,,1
2232,3058883,19-06-2019,631753,-,9,,1,,,1
2233,3096004,15-10-2020,21455,+ -,2,2,1,,,
2234,3113855,08-06-2021,298116,+ -,203,,1,,,1
2235,3098352,27-10-2020,372145,+,,,1,,,
2236,3037333,11-10-2019,745524,-,Err,Err,Err,Err,Err,Err
2237,2978040,10-08-2018,259364,+,3,7,1,6,,
2238,3078458,18-03-2020,404707,+,,,1,,,1
2239,2557307,05-12-2016,708980,+,,2,1,,,1
2240,3052186,19-03-2019,655279,-,2,2,1,,,1
2241,3067199,24-03-2020,799130,+ -,2,2,1,,,1
2242,3104616,08-10-2020,433365,+,2,2,1,,,1
2243,2871831,26-06-2018,5158,+,2,2,1,,,
2244,3082436,12-06-2020,145675,-,Err,Err,Err,Err,Err,Err
2245,3046508,20-12-2018,19180,+ -,Err,Err,Err,Err,Err,Err
2246,3122419,25-05-2021,806120,+,944,,1,,,1
2247,2851056,09-02-2018,535008,-,Err,Err,Err,Err,Err,Err
2248,1868069,16-12-2016,333841,+,,,1,Err,,1
2249,2770785,07-09-2017,251535,-,2,2,1,,,1
2250,2497314,07-08-2017,218652,-,Err,Err,Err,Err,Err,Err
2251,3097823,11-08-2020,5694,+,,,1,,,
2252,2727942,10-11-2017,644413,+,Err,Err,Err,Err,Err,Err
2253,3082666,09-03-2020,966341,+,2,2,1,,,1
2254,2712936,24-08-2017,105292,-,Err,Err,Err,Err,Err,Err
2255,3117277,06-07-2021,680521,+,2,2,1,,,
2256,2576372,02-08-2016,223451,-,2,2,1,,,1
2257,2782913,14-12-2017,199990,+,Err,Err,Err,Err,Err,Err
2258,3140354,13-04-2022,1170842,+ -,,,1,Err,,
2259,3065234,13-12-2019,675699,+ -,,,1,,,
2260,2659178,10-03-2017,544512,+ -,2,2,1,,,1
2261,2115783,23-08-2016,549875,+,,,1,Err,,1
2262,3063749,16-09-2019,722919,+,,,,Err,,1
2263,3113713,18-05-2021,137293,+ -,1,1,,,,1
2264,3072398,10-11-2021,227798,-,Err,Err,Err,Err,Err,Err
2265,2678665,28-06-2017,587494,+,2,4,1,,,
2266,2649419,23-02-2017,640570,+,Err,Err,Err,Err,Err,Err
2267,2787839,30-07-2018,787590,+,,,1,Err,,
2268,2601964,23-08-2016,363111,+ -,897,,1,,,1
2269,3063537,30-03-2021,661087,+,,,1,,,1
2270,2731761,30-11-2017,397427,-,Err,Err,Err,Err,Err,Err
2271,3082108,30-03-2021,35956,-,Err,Err,Err,Err,Err,Err
2272,2837519,23-10-2018,267986,+ -,Err,Err,Err,Err,Err,Err
2273,3132476,02-12-2021,1130269,+,,,1,Err,,
2274,3135827,09-03-2022,1018289,+,,,1,19,,1
2275,2996992,25-09-2018,816270,+ -,2,2,1,,,
2276,3075277,11-12-2019,79804,+,2,2,1,,,
2277,3117954,26-07-2021,580403,+,,,1,Err,,1
2278,2348194,14-12-2016,689920,+ -,23,2,1,,,1
2279,2887647,16-08-2019,476443,-,,4,1,,,1
2280,3070917,14-02-2020,598543,+,Err,Err,Err,Err,Err,Err
2281,2627316,12-01-2017,271432,+ -,Err,Err,Err,Err,Err,Err
2282,3070197,19-02-2020,1275,+ -,1,1,13,,,
2283,3135484,07-04-2022,557472,+,989,,1,,,1
2284,2819533,24-10-2018,24837,+,1,1,5,,,1
2285,2782954,13-10-2017,376792,+ -,Err,Err,Err,Err,Err,Err
2286,3032268,26-10-2020,222613,+,454,,1,,,1
2287,3058615,20-05-2019,176541,+,,,1,,,
2288,3070666,02-04-2020,970222,-,,,1,Err,,1
2289,2947631,30-10-2018,901456,+,1,1,,,,1
2290,2568932,29-07-2018,489301,+,765,2,1,,,1
2291,3084048,30-06-2020,1006771,+,,,1,Err,,1
2292,3086834,11-06-2020,1055837,+,2,,3,,,
2293,2839523,27-02-2018,752490,+,Err,Err,Err,Err,Err,Err
2294,2741711,18-08-2017,550637,+ -,2,2,1,,,
2295,3060463,30-11-2021,224334,+ -,97,2,1,,1,
2296,3052431,13-10-2020,354066,+,2,2,1,,,1
2297,2820226,13-04-2017,,+,Err,Err,Err,Err,Err,Err
2298,3063453,06-05-2020,12987,+ -,2,2,1,,,1
2299,3096134,14-09-2020,4676,-,2,2,1,,,1
2300,2642018,14-07-2017,627387,+,Err,Err,Err,Err,Err,Err
2301,2787276,01-09-2017,193907,-,2,2,1,,,1
2302,2776238,26-09-2017,460998,+ -,,,1,Err,,1
2303,3070137,02-03-2020,968589,-,,,1,Err,,
2304,3041640,10-12-2020,238065,+ -,233,,,,,1
2305,3077236,21-02-2020,939251,-,,,1,Err,,1
2306,2828773,02-07-2019,596071,+ -,2,2,1,,,
2307,3058549,14-10-2021,1117713,-,2,2,1,,,1
2308,3050193,18-08-2021,40716,-,1,1,,,,1
2309,2923814,27-03-2019,826,+,2,2,1,Err,,
2310,3051620,14-10-2019,859971,-,3,2,1,,,1
2311,3108583,15-02-2021,686879,+ -,2,2,1,,,1
2312,3105714,27-08-2021,654218,+,2,2,1,1,1,
2313,3076889,01-03-2022,168421,+ -,,,1,,,1
2314,3060951,03-06-2021,666521,+ -,Err,Err,Err,Err,Err,Err
2315,3038307,29-01-2019,304414,+,Err,Err,Err,Err,Err,Err
2316,3062595,27-07-2020,22442,-,Err,Err,Err,Err,Err,Err
2317,3092392,06-07-2020,713825,+ -,,,1,Err,,
2318,2939703,30-05-2018,413627,-,,,29,,,1
2319,2876814,06-08-2018,354331,+ -,,2,1,Err,,1
2320,3113060,28-01-2021,735211,+,2,2,1,,,
2321,3127735,27-08-2021,84219,+,,,,,,1
2322,3058720,29-04-2021,47350,-,7,,1,,,1
2323,3089285,28-05-2020,1019824,+,,,1,Err,,
2324,3059607,23-07-2019,940602,+,,,,Err,,1
2325,3130493,23-08-2021,442337,+,,,1,,,1
2326,2870155,28-11-2018,63863,+,706,,1,,,1
2327,2898032,01-08-2018,512905,+ -,2,2,1,16,16,1
2328,3114160,25-01-2021,111011,-,2,2,1,,,1
2329,2589078,17-03-2017,55366,-,Err,Err,Err,Err,Err,Err
2330,B002692682,05-04-2017,,+,Err,Err,Err,Err,Err,Err
2331,2858531,16-04-2019,4631,+,Err,Err,Err,Err,Err,Err
2332,3099908,23-10-2020,21422,-,2,2,1,,,1
2333,3076845,01-04-2020,660234,+ -,4,4,1,,,1
2334,3106454,25-05-2021,14112,-,4,4,1,,,1
2335,3084670,31-07-2020,309990,+,2,,1,,,1
2336,3105025,25-11-2021,457946,+ -,2,2,1,,,1
2337,2691338,03-05-2018,80504,+,Err,Err,Err,Err,Err,Err
2338,2531914,27-03-2017,274250,+ -,2,2,1,,,
2339,3058046,10-05-2019,181937,-,Err,Err,Err,Err,Err,Err
2340,3141531,15-02-2022,536953,+,,,1,,,1
2341,3138565,25-03-2022,313198,-,Err,Err,Err,Err,Err,Err
2342,2615683,27-08-2018,466110,+ -,1,1,,,,1
2343,2498056,31-05-2016,481971,+ -,Err,Err,Err,Err,Err,Err
2344,2323684,24-10-2016,202667,+ -,Err,Err,Err,Err,Err,Err
2345,3134795,21-12-2021,1141480,-,,,,Err,,1
2346,2961202,13-09-2018,43548,+,2,2,1,,,1
2347,2497538,19-08-2016,42451,-,Err,Err,Err,Err,Err,Err
2348,3131814,08-10-2021,1172037,+,2,2,1,,,
2349,3012542,21-05-2019,135912,+,2,,1,3,,
2350,2461427,16-03-2017,200826,-,Err,Err,Err,Err,Err,Err
2351,3125895,24-08-2021,22442,-,2,2,1,,36,2
2352,2552027,11-11-2016,591512,+ -,Err,Err,Err,Err,Err,Err
2353,3069769,16-10-2019,178018,+,Err,Err,Err,Err,Err,Err
2354,2390170,09-01-2017,647600,+,Err,Err,Err,Err,Err,Err
2355,2733379,06-12-2017,5725,+,Err,Err,Err,Err,Err,Err
2356,3052478,17-09-2019,30098,+ -,2,2,1,,,1
2357,3061445,22-10-2020,675534,-,2,2,1,,,1
2358,2695792,10-11-2020,392772,+ -,2,2,1,,,1
2359,2743592,13-12-2017,645913,-,Err,Err,Err,Err,Err,Err
2360,3077089,30-06-2020,7289,+ -,212,212,13,,,10
2361,3142019,21-01-2022,1112231,+,,1,,Err,,
2362,2589847,30-05-2017,126,+,2,2,1,,,1
2363,2313313,10-04-2017,115269,+ -,Err,Err,Err,Err,Err,Err
2364,3115208,26-02-2021,1077557,+ -,,2,1,Err,2,1
2365,3136837,17-02-2022,162361,-,,,1,,,1
2366,3086074,24-08-2021,516686,+,,,1,,,
2367,3124293,12-04-2022,1037117,-,Err,Err,Err,Err,Err,Err
2368,2945221,27-09-2018,741014,+,6,2,1,,,1
2369,3049535,22-01-2020,717535,-,Err,Err,Err,Err,Err,Err
2370,2618133,02-05-2017,181328,+ -,2,2,1,,,1
2371,2848227,19-12-2017,521099,+ -,Err,Err,Err,Err,Err,Err
2372,3048063,27-05-2020,11860,-,Err,Err,Err,Err,Err,Err
2373,3016147,14-12-2018,168495,-,Err,Err,Err,Err,Err,Err
2374,3058044,30-04-2019,843658,+,Err,Err,Err,Err,Err,Err
2375,2721515,14-07-2017,692532,+,3,3,1,,,1
2376,3071131,31-05-2022,103418,+ -,1,1,,,,1
2377,2825043,06-12-2017,608275,+ -,Err,Err,Err,Err,Err,Err
2378,3111472,09-03-2021,446073,-,,,1,,,1
2379,3128851,14-01-2022,2624,+,Err,Err,Err,Err,Err,Err
2380,3124043,13-10-2021,972195,+,2,2,1,Err,Err,Err
2381,2499450,17-05-2016,16248,-,Err,Err,Err,Err,Err,Err
2382,3136700,08-02-2022,658672,+,Err,Err,Err,Err,Err,Err
2383,3048635,14-05-2019,555932,-,7,,1,,,1
2384,3069325,18-05-2020,1984,+,2,2,1,,,
2385,2535444,05-07-2016,273115,+,2,2,3,,,1
2386,3097447,02-10-2020,488736,+,2,2,1,33,33,1
2387,3050369,08-10-2019,920525,+ -,Err,Err,Err,Err,Err,Err
2388,2532169,07-10-2016,698847,-,Err,Err,Err,Err,Err,Err
2389,3064434,24-02-2020,952069,-,,,1,Err,,1
2390,3010892,31-10-2018,634183,+ -,2,2,1,,,1
2391,2582057,10-10-2016,74825,-,,2,1,,,1
2392,2737263,14-12-2018,36742,+,678,,,,,1
2393,3122666,13-05-2022,141964,-,2,2,1,,,1
2394,3068467,30-09-2019,760727,+,3,3,1,,,
2395,2042755,21-11-2018,839,+,2,3,1,,39,
2396,3000703,27-08-2019,725412,+ -,2,2,1,,,
2397,2825746,25-10-2017,21199,+ -,Err,Err,Err,Err,Err,Err
2398,2780131,05-10-2017,196150,+ -,Err,Err,Err,Err,Err,Err
2399,2890302,29-06-2018,6708,-,Err,Err,Err,Err,Err,Err
2400,3080425,17-11-2020,201377,+,Err,Err,Err,Err,Err,Err
2401,3055089,02-03-2020,933069,+ -,,,1,Err,,1
2402,3075734,25-02-2020,956818,+,,,1,,,1
2403,3110154,31-05-2021,245795,+,3,,1,,,
2404,3118659,17-03-2022,11996,+ -,2,2,1,,,1
2405,2510090,26-09-2017,165397,+,,,1,,,2
2406,3117183,30-04-2021,637741,-,5,5,1,21,21,1
2407,2708264,29-03-2017,763318,+,Err,Err,Err,Err,Err,Err
2408,1812273,26-01-2017,450539,+,,,1,Err,,1
2409,3061025,14-07-2021,47234,+ -,2,2,1,6,6,1
2410,3116856,10-03-2021,1082340,+ -,,,1,Err,,1
2411,3120994,29-04-2021,1037356,+,2,2,1,,,1
2412,3124887,15-07-2021,742140,+,,2,1,,,
2413,3110675,08-09-2021,888341,+,2,2,1,,,1
2414,3074349,15-07-2020,924362,+ -,Err,Err,Err,Err,Err,Err
2415,906539,31-01-2020,156359,+,,2,1,,3,1
2416,3075458,16-12-2019,288237,+ -,2,2,1,,,1
2417,3054200,06-08-2021,851695,+,2,2,1,,,1
2418,3121403,12-11-2021,201377,-,2,2,1,,,
2419,3132998,23-11-2021,488736,+,2,2,1,,,1
2420,2571555,24-08-2016,713891,+,,,1,Err,,1
2421,3141367,06-04-2022,1002083,+ -,2,2,1,,,1
2422,3131483,03-11-2021,814529,-,2,,1,,,1
2423,3074078,20-04-2021,814529,+ -,Err,Err,Err,Err,Err,Err
2424,2631029,30-08-2017,321235,+ -,,2,1,Err,,1
2425,2832205,12-02-2018,125918,+,Err,Err,Err,Err,Err,Err
2426,2280702,23-03-2016,22442,+ -,Err,Err,Err,Err,Err,Err
2427,2859265,27-05-2020,816281,-,,,1,Err,,1
2428,2775396,09-08-2017,682517,+,2,2,1,,,1
2429,2986167,30-11-2018,781746,+ -,2,2,1,,,2
2430,3064999,22-08-2019,87540,+,3,3,1,39,39,1
2431,2741265,31-07-2017,590431,+ -,2,2,1,,,
2432,3097968,08-09-2020,265753,+ -,,2,1,,,1
2433,2797952,24-01-2018,570135,+,Err,Err,Err,Err,Err,Err
2434,3049547,03-04-2019,42693,+,2,2,1,,,
2435,3104746,08-03-2021,318944,-,Err,Err,Err,Err,Err,Err
2436,2537184,06-06-2017,139074,+ -,738,,1,,,1
2437,2494659,16-03-2017,735211,+,2,3,1,,,
2438,3131739,04-11-2021,548114,+,2,2,1,8,,
2439,2619578,25-05-2017,200826,+,Err,Err,Err,Err,Err,Err
2440,2924010,10-05-2019,814529,-,Err,Err,Err,Err,Err,Err
2441,3088785,18-01-2021,1018693,-,,,1,Err,,1
2442,2781758,09-03-2018,110546,-,Err,Err,Err,Err,Err,Err
2443,2892167,26-03-2020,531580,+,3,3,1,31,,
2444,3072014,10-01-2020,549799,-,2,2,1,,,1
2445,2586728,14-12-2016,631687,+,Err,Err,Err,Err,Err,Err
2446,em-wo-1297033-p,04-04-2017,,+,Err,Err,Err,Err,Err,Err
2447,3085291,18-09-2020,747206,+,,,1,Err,,1
2448,2879461,02-06-2018,368870,+,2,2,1,,,1
2449,3094507,22-10-2020,1147,+,2,2,1,,,1
2450,3070248,28-01-2020,394909,+,5,3,1,,,
2451,3056720,28-03-2020,767303,+,,,41,Err,,
2452,2780339,11-08-2017,1022581,+ -,2,2,1,,,1
2453,3104961,04-12-2020,558096,+ -,2,2,3,,,
2454,3138838,02-12-2021,940921,+,3,,1,1,,
2455,3031096,10-12-2020,238065,+ -,,,,,,1
2456,2686148,05-10-2018,628393,+,2,2,1,,,
2457,3142186,30-03-2022,105292,-,4,4,1,,,1
2458,2119389,14-02-2018,820284,+,Err,Err,Err,Err,Err,Err
2459,3078649,24-04-2020,16992,-,3,4,1,,,1
2460,3134905,21-12-2021,1141480,-,,,1,Err,,1
2461,3011338,23-04-2019,14112,-,2,2,5,,,1
2462,3094455,12-08-2020,665758,-,2,2,1,,,1
2463,2615600,17-10-2016,702594,+,2,2,1,,,1
2464,2941055,13-07-2018,466441,+,,,1,,,1
2465,3091244,24-07-2020,287208,+,2,2,1,,,
2466,2680752,18-05-2017,5572,+,1,1,4,2,15,1
2467,2552563,27-07-2016,36979,+,67,,1,,,1
2468,2783267,21-08-2017,181937,+ -,Err,Err,Err,Err,Err,Err
2469,2984576,17-02-2022,423951,-,Err,Err,Err,Err,Err,Err
2470,3075228,19-11-2019,11144,-,Err,Err,Err,Err,Err,Err
2471,2679911,24-05-2017,534371,-,2,2,1,,,1
2472,2529843,29-03-2016,,-,Err,2,1,Err,,1
2473,2791104,25-04-2018,226860,+,Err,Err,Err,Err,Err,Err
2474,3088813,09-02-2021,205592,-,2,2,1,,,1
2475,2341959,16-08-2016,315161,+,Err,Err,Err,Err,Err,Err
2476,3086404,12-05-2020,579895,+,Err,Err,Err,Err,Err,Err
2477,2422916,03-05-2017,343362,+ -,Err,Err,Err,Err,Err,Err
2478,2957978,17-10-2018,10449,+ -,Err,Err,Err,Err,Err,Err
2479,3085314,21-09-2020,35956,+,Err,Err,Err,Err,Err,Err
2480,3060645,23-07-2019,940602,+,,,,Err,,1
2481,2932344,26-07-2018,846387,+,,2,1,Err,,1
2482,3091125,07-09-2020,1024280,+,,,1,Err,,1
2483,2815127,27-10-2017,308020,+ -,Err,Err,Err,Err,Err,Err
2484,2577719,28-09-2016,553192,+ -,2,2,1,50,50,1
2485,3072143,17-10-2019,168421,+,,,1,,,
2486,2425067,28-06-2016,621226,+,Err,Err,Err,Err,Err,Err
2487,2809450,15-12-2017,768861,+,Err,Err,Err,Err,Err,Err
2488,3062921,01-08-2019,865436,+,,,,,,1
2489,2689548,23-08-2017,756661,+ -,Err,Err,Err,Err,Err,Err
2490,2705427,26-07-2017,258427,+ -,2,2,1,,,1
2491,2685967,06-07-2017,436837,+ -,,1,5,2,2,1
2492,2742198,21-02-2018,90966,+,Err,Err,Err,Err,Err,Err
2493,3081468,28-02-2020,432915,+,Err,Err,Err,Err,Err,Err
2494,3105736,01-06-2021,1052383,+,,,1,Err,,1
2495,3066971,23-10-2019,235070,+ -,Err,Err,Err,Err,Err,Err
2496,2551805,06-06-2016,707101,+,,,1,Err,,
2497,3035550,12-02-2019,422727,-,2,2,1,,,1
2498,2619032,06-02-2017,309599,+,Err,Err,Err,Err,Err,Err
2499,2602632,17-02-2017,341461,+ -,2,2,1,,,
2500,3079951,19-02-2020,79004,-,Err,Err,Err,Err,Err,Err
2501,3112190,17-02-2021,1068541,+ -,,,1,Err,,1
2502,3047787,22-05-2019,319031,+,4,4,5,,,
2503,3032292,22-03-2019,125699,+,542,,1,,,1
2504,2625088,19-12-2018,476732,-,2,2,1,,,1
2505,2618018,13-02-2017,247704,+,2,2,1,,,
2506,2975525,28-11-2018,110021,-,2,2,1,,,1
2507,3051486,30-05-2019,476443,+,,2,1,,,
2508,3110497,05-02-2021,503836,+ -,3,3,1,,,
2509,2990250,21-12-2018,607791,+,2,2,1,,,1
2510,3115708,28-05-2021,1078901,+,,,1,Err,,1
2511,2704750,29-01-2019,80504,-,2,2,1,Err,,1
2512,3051778,25-04-2019,567494,+ -,,2,1,,,1
2513,2830480,28-02-2018,272222,+,Err,Err,Err,Err,Err,Err
2514,3106110,30-11-2021,608897,+,3,3,1,,,3
2515,2891185,20-05-2019,295301,-,2,2,1,,,1
2516,2742099,06-11-2017,17593,+,Err,Err,Err,Err,Err,Err
2517,2804576,13-02-2018,77841,+,Err,Err,Err,Err,Err,Err
2518,3051372,09-04-2019,130240,-,Err,Err,Err,Err,Err,Err
2519,3126159,12-11-2021,40306,+ -,3,3,1,,,1
2520,3072022,16-03-2020,190744,+,2,2,1,,,1
2521,3068358,30-10-2019,925442,+,Err,Err,Err,Err,Err,Err
2522,3091055,03-11-2020,815682,+,Err,Err,Err,Err,Err,Err
2523,2573973,17-01-2018,80504,+,Err,Err,Err,Err,Err,Err
2524,2518127,26-10-2017,113629,-,Err,Err,Err,Err,Err,Err
2525,3102530,24-11-2020,1037572,+ -,,,1,Err,,
2526,2007931,12-04-2017,167825,-,Err,Err,Err,Err,Err,Err
2527,2537663,23-11-2016,196097,-,Err,Err,Err,Err,Err,Err
2528,2491705,06-04-2017,38162,+ -,Err,Err,Err,Err,Err,Err
2529,2439993,26-09-2017,167825,+,2,2,1,,,1
2530,2385642,09-08-2016,607710,+ -,,,,,,1
2531,3070465,24-10-2019,142585,+,2,2,1,,,1
2532,2602855,22-08-2018,652958,+,,,1,Err,,
2533,3078905,18-05-2020,242459,+,Err,Err,Err,Err,Err,Err
2534,2781857,04-08-2017,201190,+,3,,1,Err,Err,Err
2535,2990581,06-08-2019,29877,+,2,,1,,,1
2536,2591066,03-07-2017,29877,-,,,,,,2
2537,3062182,26-11-2019,405577,+,2,2,1,,,
2538,3067081,27-09-2019,35956,+,2,,1,,,1
2539,3049540,30-07-2019,204541,+,,,,Err,,1
2540,2885732,16-10-2018,762222,-,,,3,Err,,1
2541,2988403,14-11-2018,377313,+ -,2,2,1,,,
2542,2698291,29-05-2017,460853,+,2,2,1,,,1
2543,3108816,01-06-2021,7990,+,2,,1,,,
2544,2027301,29-07-2016,,+,Err,Err,Err,Err,Err,Err
2545,3091889,30-06-2020,136663,+,2,2,1,,,
2546,3057886,17-06-2019,17104,+,Err,Err,Err,Err,Err,Err
2547,3054518,21-06-2019,477375,-,2,2,1,,,1
2548,3021881,22-11-2018,162605,+,2,2,1,,,
2549,3089470,25-02-2021,1020518,-,,,1,Err,,1
2550,3112053,28-07-2021,489301,+,245,,1,,,
2551,3053688,02-04-2019,375489,-,4,4,1,,,
2552,3126545,09-09-2021,696594,-,,,1,,,1
2553,2609074,20-09-2017,175659,-,1,1,,,,1
2554,3093706,30-10-2020,580940,+ -,Err,Err,Err,Err,Err,Err
2555,2544487,27-06-2016,207817,+,,,1,,,1
2556,2707001,07-03-2019,839,-,Err,Err,Err,Err,Err,Err
2557,3058608,13-08-2019,655932,+,2,2,1,,,1
2558,3127596,07-10-2021,959921,+,2,2,1,,,
2559,2756792,29-08-2017,18554,-,,,1,,,1
2560,2319146,26-09-2016,628393,+,8,8,1,,,1
2561,2700873,25-04-2018,569330,+,Err,Err,Err,Err,Err,Err
2562,3047753,22-05-2019,168421,+,Err,Err,Err,Err,Err,Err
2563,3107192,13-07-2021,35956,-,2,2,1,,,1
2564,2478132,16-11-2017,133688,-,Err,Err,Err,Err,Err,Err
2565,3068983,15-01-2020,488736,+ -,Err,Err,Err,Err,Err,Err
2566,3069310,26-11-2019,832129,-,,,1,Err,,1
2567,2693797,26-04-2017,111011,+,2,2,1,,,1
2568,2794058,18-01-2019,750297,-,2,1,,27,1,
2569,3059401,24-09-2019,613753,+ -,1,1,,,,1
2570,3050078,21-03-2019,395927,+,,,,,,1
2571,2905761,18-04-2018,835145,+,Err,Err,Err,Err,Err,Err
2572,2629841,22-09-2017,30332,+,Err,Err,Err,Err,Err,Err
2573,2226416,02-12-2016,537689,+,,,,,,1
2574,2751074,13-12-2017,162358,-,Err,Err,Err,Err,Err,Err
2575,2861444,29-10-2019,80202,+,Err,Err,Err,Err,Err,Err
2576,2576554,16-10-2018,644068,+ -,,,1,,,
2577,3063930,06-08-2019,481928,-,,,,,,1
2578,2890401,16-07-2018,6708,-,Err,Err,Err,Err,Err,Err
2579,3125223,20-08-2021,721191,-,2,2,1,,,1
2580,3109109,19-02-2021,698914,+ -,Err,Err,Err,Err,Err,Err
2581,3122979,16-09-2021,836245,+,2,,1,Err,Err,Err
2582,3050790,25-07-2019,342711,+,,,1,Err,,1
2583,2688474,26-10-2017,30276,+ -,Err,Err,Err,Err,Err,Err
2584,3076914,22-01-2020,933591,+,,,1,,,1
2585,2890831,09-10-2020,17123,+,892,,1,,,1
2586,2853532,25-02-2019,628402,+,2,2,1,,,1
2587,2544941,16-05-2017,426907,-,3,3,1,,,1
2588,3083057,05-08-2020,41026,-,2,2,1,,,1
2589,3108827,27-04-2021,360805,+,2,2,1,,,1
2590,3047151,04-06-2019,906,+,2,,1,,,1
2591,2253105,22-09-2016,105292,-,8,8,6,,,1
2592,3125350,26-05-2021,548114,+,2,2,1,,,1
2593,2142779,13-10-2016,455929,+,732,,1,,,
2594,3070882,31-01-2020,970777,+,,,1,Err,,1
2595,2735283,28-07-2017,773725,+,,,1,Err,,1
2596,3054708,30-05-2019,200581,+ -,,,1,Err,,1
2597,2902222,15-05-2018,209877,+,,,1,,,
2598,3013144,25-01-2019,543564,+,2,2,1,,,1
2599,2559030,02-05-2017,196296,-,2,2,1,,,1
2600,2981457,20-08-2020,778865,+,3,,1,,,1
2601,2681537,28-07-2017,722958,-,2,2,1,9,9,1
2602,2289893,10-11-2016,102428,-,Err,Err,Err,Err,Err,Err
2603,3059368,27-01-2022,466777,-,2,2,1,,,1
2604,3142244,16-02-2022,1177841,+,,,1,Err,,1
2605,3141593,19-04-2022,124103,+ -,,,1,Err,,1
2606,3079912,03-04-2020,207286,-,230,,1,,,1
2607,3097810,08-02-2021,577967,+,,,1,,,1
2608,2887944,12-11-2018,122444,+,2,2,1,,,
2609,2976499,30-10-2018,,+ -,Err,2,1,Err,,1
2610,2642455,26-01-2017,697372,+,2,2,1,2,2,1
2611,3143857,10-05-2022,250470,+,2,2,1,,,1
2612,3122659,12-05-2021,825276,+,2,2,1,8,8,
2613,3135540,22-10-2021,434572,+,2,2,1,,,1
2614,3021550,19-11-2018,709854,+,2,2,1,,,1
2615,3094970,22-09-2020,313614,+ -,3,3,1,,,
2616,2922071,21-12-2018,161594,+,3,3,1,1,18,
2617,3110832,21-04-2021,1064809,-,,2,1,Err,,1
2618,2105826,06-03-2017,374302,+,Err,Err,Err,Err,Err,Err
2619,2779448,23-10-2017,171853,+ -,1,1,6,,,
2620,2811951,14-08-2017,622259,+,,,1,Err,,1
2621,3136742,23-11-2021,1151835,+,,1,,Err,,
2622,3063925,02-07-2019,766453,+,3,,1,,,
2623,2790205,12-09-2017,790017,+,Err,Err,Err,Err,Err,Err
2624,3078425,02-03-2020,754072,+ -,6,6,1,,,
2625,2766858,16-06-2017,119213,+ -,,,12,,,1
2626,3037929,20-11-2019,476443,-,,,1,,,1
2627,2883414,14-09-2018,149131,-,Err,Err,Err,Err,Err,Err
2628,3067334,25-09-2019,117774,+,2,2,1,,,
2629,3095111,06-07-2021,67940,-,,,1,,,1
2630,3077714,16-04-2020,952917,+,2,2,1,,,1
2631,2667767,23-05-2017,54171,+ -,Err,Err,Err,Err,Err,Err
2632,3106907,20-10-2020,44794,+,Err,Err,Err,Err,Err,Err
2633,3048023,20-03-2019,844909,-,2,2,1,3,3,1
2634,2565409,31-05-2017,258844,+,2,2,3,,,2
2635,2932450,31-07-2018,33981,+,2,2,1,,,
2636,3071880,21-09-2020,103418,-,2,2,1,6,,1
2637,2916644,09-07-2018,38512,+,2,4,1,2,37,
2638,2844804,15-03-2018,823805,+,,,1,,,1
2639,3135507,20-01-2022,600816,+,,,1,,,
2640,2144536,14-03-2018,396873,+,Err,Err,Err,Err,Err,Err
2641,3055750,12-12-2019,74595,+,Err,Err,Err,Err,Err,Err
2642,2833872,24-11-2017,,+,Err,Err,Err,Err,Err,Err
2643,2953571,26-07-2018,237246,+ -,,2,1,Err,,
2644,2665977,26-04-2017,42864,-,2,2,1,,,
2645,3053682,22-01-2021,432711,+,Err,Err,Err,Err,Err,Err
2646,2516014,06-12-2016,693036,-,,,1,,,1
2647,3092848,17-06-2020,237925,+,2,2,1,,,1
2648,3063308,28-05-2020,442227,+ -,Err,Err,Err,Err,Err,Err
2649,2856188,15-01-2018,867832,+,Err,Err,Err,Err,Err,Err
2650,2835141,23-02-2018,549404,+,Err,Err,Err,Err,Err,Err
